# T(K) V(AA^3) q1(AA) q2(AA)
19.035017 120.716259 0.000000 0.248900
99.606211 120.834491 0.000000 0.241796
199.368485 121.111212 0.000000 0.230119
294.481199 121.501272 0.000000 0.217417
449.195350 122.228488 0.000000 0.163975
474.440158 122.337591 0.000000 0.144091
498.967251 122.460976 0.000000 0.139500
524.586525 122.558361 0.000000 0.123172
549.488125 122.660443 0.000000 0.133378
574.764153 122.795831 0.000000 0.000511
